NAME,ALIAS,CAP,ALIAS FREQ
CHAMBERS,KIM,0.00333,0.06796
MARCELINO,MARCELO,0.00924,0.06795
JANCE,JAN,0.03942,0.06794
PATRICIA,GREENE,0.00499,0.06794
CASSADRA,CASSIE,0.04091,0.06793
SALLIE,SALI,0.0152,0.06793
ZHANG,MING,0.00526,0.06793
BARBARA,MORAN,0.00371,0.06793
WILLIAM,DALLAS,0.00179,0.06793
TOSHIKAZU,TOSHI,0.01523,0.06792
GEETANJALI,GEETA,0.00789,0.06792
RUEBEN,RUBIN,0.03735,0.06791
MARCH,MARY,0.01591,0.06791
MARYFAITH,FAITH,0.04741,0.0679
WLIZABETH,LIZ,0.04571,0.0679
KATHERYN,KATHRYM,0.04453,0.0679
ELIZABETH,LISAL,0.03971,0.0679
JONJA,SONYA,0.03873,0.0679
GRIGORIOS,GRIGORY,0.03039,0.0679
DIANNE,DIANI,0.02771,0.0679
LOVINIA,LAVINA,0.02506,0.0679
CHRISPIN,CRIS,0.02336,0.0679
DORINNE,CORRINE,0.02306,0.0679
CELINA,CELMA,0.02144,0.0679
JANETTE,YANETT,0.02103,0.0679
MOHAMMAD,ABDUS,0.01146,0.0679
MARKEISHA,KEISHA,0.01089,0.0679
SHERYL,SHEY,0.01044,0.0679
MCCLELLAN,DAVID,0.00824,0.0679
SEONG,SEO,0.00605,0.0679
JAMESHA,MESHA,0.00527,0.0679
APOLINAR,JOSE,0.00391,0.0679
WILLIAM,KIRK,0.00366,0.0679
PATRICIA,EWING,0.00303,0.0679
KAMERON,KAMRAN,0.00744,0.06789
CATHERYNE,KATHERINE,0.03755,0.06788
VENKATESWARLU,VENKATESWAR,0.03851,0.06787
FELICIA,SELICE,0.03778,0.06787
ESTERANZA,ESPERANZ,0.02836,0.06787
RAECHELLE,ROCHELLE,0.01868,0.06787
TATIANNA,TANYA,0.0118,0.06787
INDERMOHAN,INDER,0.01048,0.06787
YANIQUE,YANICK,0.007,0.06787
MCCLAIN,SUSAN,0.00626,0.06787
MARY,MAI,0.00402,0.06787
BALDWIN,SHARON,0.00296,0.06787
ALEKSANDRA,ALEKS,0.03792,0.06786
LANDRA,LENORA,0.01681,0.06786
MARGIE,MAZIE,0.00592,0.06786
SUKHEE,SUK,0.0047,0.06786
GAYLE,ZONA,0.00371,0.06786
SIMMONS,SUSAN,0.00365,0.06786
DEVERLY,BEV,0.04267,0.06785
JANIC,JAN,0.04099,0.06785
BEBERLY,BEV,0.03929,0.06785
CHIANG,CHUNG,0.00493,0.06785
CUONG,WONG,0.00379,0.06785
CECELIA,CILIA,0.02411,0.06784
CHARLES,PARKER,0.00258,0.06784
CONCEPTION,CONSEPCIO,0.04968,0.06783
ANJELA,ANGIE,0.027,0.06783
RIVKA,RIKI,0.00891,0.06783
HIEU,VAN,0.00709,0.06783
WEBSTER,JAMES,0.00328,0.06783
TOMMI,TOM,0.02556,0.06782
ANJELICA,ANGELA,0.02224,0.06782
DILLION,DYLAN,0.00202,0.06782
ROSALEE,ROSA,0.00786,0.06781
RICCHARD,RICK,0.04878,0.0678
RICCHARD,RICH,0.04878,0.0678
BATRICIA,PATRICA,0.04546,0.0678
KELLEY,KELY,0.04352,0.0678
SALVADO,SAL,0.04293,0.0678
ELIZABETHANNE,BETH,0.04244,0.0678
VENKATESWARAN,VENKATESW,0.03896,0.0678
JACQUELINE,JACYLN,0.03617,0.0678
LORRIA,LAURA,0.0338,0.0678
GEORGIANNA,GEORGENNA,0.03343,0.0678
CARMELI,CARMEN,0.03061,0.0678
ELIZEBETH,ELIZE,0.0224,0.0678
LORALYN,LAURA,0.0166,0.0678
JOSEPH,YUSEF,0.01164,0.0678
BRANDIN,BRANDY,0.01145,0.0678
GUILLERMO,GUI,0.01035,0.0678
TANDRA,TANDY,0.00746,0.0678
PATRICIA,DAILEY,0.00736,0.0678
ZETTA,ZELLA,0.00713,0.0678
LELAH,LEE,0.00672,0.0678
MICHAEL,CONNOR,0.00623,0.0678
AMR,ALI,0.00615,0.0678
HAKIM,ABDEL,0.00614,0.0678
UYEN,LE,0.00599,0.0678
DANTE,DANNY,0.00537,0.0678
SUMAN,SUE,0.00438,0.0678
RICHARD,BATES,0.00426,0.0678
KIMBERLY,BATES,0.00426,0.0678
CHARLES,CHANEY,0.0041,0.0678
CHANEY,CONNIE,0.0041,0.0678
CHANEY,ROBERT,0.0041,0.0678
RAMSEY,JOHN,0.00405,0.0678
CHARLES,TRIPP,0.00392,0.0678
BAXTER,DEXTER,0.00263,0.0678
PATTY,PAT,0.03822,0.06779
EARLINE,ERLENE,0.01552,0.06778
LAVADA,VADA,0.00411,0.06777
CHAN,CHI,0.00334,0.06777
CANDACE,CANDI,0.01594,0.06776
MOHAMAD,MOHD,0.01559,0.06776
RUE,RAY,0.00714,0.06776
JUVENAL,JUVE,0.00426,0.06776
WILLIAM,CHANCE,0.00271,0.06776
ELIZABEHT,BETH,0.04433,0.06775
AUGUSTUS,AUGUST,0.01893,0.06775
MAGDALENE,MADGE,0.00403,0.06775
JERROL,GERALD,0.02352,0.06774
DARIO,DANO,0.02248,0.06774
JENNINGS,JAMES,0.00422,0.06774
ISABELL,ESABEL,0.03545,0.06773
JACQUELYN,JACKOLYN,0.02313,0.06773
BERNARD,BARNIE,0.02171,0.06773
LESHAWN,SHAWN,0.02132,0.06773
ETHLYN,LYN,0.01078,0.06773
ETHLYN,LYNN,0.01078,0.06773
ABDULLAHI,ABDULLA,0.01075,0.06773
ASAD,SYED,0.0049,0.06773
AHMAD,ASAD,0.0049,0.06773
ASAD,ALI,0.0049,0.06773
PATRACIA,PATTY,0.04161,0.06772
BILL,WA,0.01954,0.06772
MATHIS,MARY,0.00758,0.06772
EDWARD,SKIP,0.00387,0.06772
WALTER,SKIP,0.00387,0.06772
GRIFFIN,WILLIAM,0.00351,0.06772
ORLANDO,JOSE,0.00268,0.06772
ALYSSA,ALY,0.00223,0.06772
CHARLESM,CHAS,0.04626,0.06771
PRATICIA,PATTY,0.04626,0.06771
CATHLEENE,CATHERINE,0.04012,0.06771
HILDERGARD,HILDA,0.03846,0.06771
HILDERGARD,HILDE,0.03846,0.06771
BIANE,DIANA,0.03801,0.06771
KRISHNAMOORTHY,KRISHNAMO,0.03746,0.06771
KRISHNAMOORTHY,KRISH,0.03746,0.06771
CHRISELDA,CRIS,0.01717,0.06771
ALFRED,AUM,0.01324,0.06771
PILNAM,PIL,0.00704,0.06771
PONCIANO,PONCI,0.00521,0.06771
CARTER,DAVID,0.00251,0.0677
WILLIAM,GLOVER,0.0044,0.06769
WILLIAM,BILLEY,0.04569,0.06768
NATIVIDAD,NATIVID,0.00732,0.06768
DEONA,DEE,0.01272,0.06767
JERRI,JARI,0.01109,0.06767
LAWSON,LINDA,0.00241,0.06767
LAWSON,LARRY,0.00241,0.06767
BETRICE,BEA,0.03647,0.06766
ANASTASIOS,TOM,0.01875,0.06766
REMIGIO,REMI,0.00984,0.06766
CAROL,CARR,0.00535,0.06766
LENARD,LEN,0.02701,0.06765
BRUNHILDE,HILDA,0.01772,0.06765
WILLIAM,WILMAR,0.01765,0.06765
DUSANKA,DUSAN,0.00919,0.06765
NGUYEN,HONG,0.00485,0.06764
HANSJOACHIM,HANS PETER,0.04965,0.06763
EDGA,ED,0.03846,0.06763
NICHOLETT,NICKI,0.03774,0.06763
LITITIA,LATISHA,0.02583,0.06763
DANNY,DAM,0.01296,0.06763
THUONG,THI,0.0116,0.06763
KHAMSOUK,KHAM,0.00524,0.06763
BONG,JUNG,0.00506,0.06763
LARUIE,LAURA,0.03893,0.06762
TWILIA,TWYLA,0.03718,0.06762
RONALD,ROL,0.02815,0.06762
ROLLAND,ROL,0.02815,0.06762
MIRAN,MYRON,0.02288,0.06762
SHAHROKH,SHAHRAM,0.01018,0.06762
JOANIE,JOAN,0.00703,0.06762
BOBBY,BO,0.00358,0.06762
MARGARET,ELAINE,0.00259,0.06762
KRISTIN,KRISTA,0.00513,0.06761
HALL,JOHN,0.00421,0.06761
ASHLEY,ASH,0.00194,0.06761
VICTORIAN,VICTORIO,0.02389,0.0676
DEBORAH,DA,0.01417,0.0676
ANN,AR,0.00374,0.0676
CATHLEEN,CATHI,0.03381,0.06759
LETITIA,LATISHA,0.01446,0.06759
CARL,CE,0.01048,0.06759
RUFUS,WAYNE,0.00167,0.06759
MERIE,MARIA,0.03147,0.06758
SANDY,SA,0.015,0.06758
FREEMAN,JOHN,0.00257,0.06758
FIDEL,JOSE,0.00147,0.06758
THEDDORE,THEO,0.04444,0.06757
RICKEY,ICKY,0.04167,0.06757
DOMINECK,DOM,0.04132,0.06757
GEIRGE,GEO,0.04032,0.06757
CHICHING,CHE LIN,0.03774,0.06757
BALASUBRAMANIAM,BALASUBRA,0.03704,0.06757
BIANA,DIANE,0.0291,0.06757
LILLIANNE,LILLI,0.02768,0.06757
LILLIANNE,LILY,0.02768,0.06757
MARGARITE,MARQUITE,0.02639,0.06757
MARQUERITE,MARQUITE,0.02639,0.06757
NARINA,MARIA,0.02545,0.06757
LATAUSHA,LATOSHA,0.01887,0.06757
ROSEANNE,ROSANNA,0.01783,0.06757
JOSEPH,JOJO,0.0165,0.06757
EDELMIRA,EDE,0.01376,0.06757
NOUREDDIN,NOUR,0.01111,0.06757
LEMMIE,LEMUEL,0.00864,0.06757
KALPESHKU,KALPESH,0.00826,0.06757
ALVIN,ALYN,0.00824,0.06757
SEONHEE,SEON,0.00755,0.06757
THAO,THI,0.00716,0.06757
KYE,KIM,0.00682,0.06757
BUM,SUN,0.00618,0.06757
BUMJOON,BUM,0.00618,0.06757
SCOTT,COLT,0.00474,0.06757
ANGEL,BAEZ,0.00469,0.06757
CARMEN,BAEZ,0.00469,0.06757
INDRANI,INDRA,0.00446,0.06757
OLSEN,KAREN,0.00435,0.06757
PATRICIA,OLSEN,0.00435,0.06757
OLSEN,DEBRA,0.00435,0.06757
PATRICIA,FLYNN,0.00433,0.06757
CABRERA,MIGUEL,0.0043,0.06757
KETURAH,KAY,0.00404,0.06757
CHERISH,CHER,0.00257,0.06757
PALMER,DAVID,0.00214,0.06757
ELAINE,ELLEN,0.00259,0.06756
WEN,WU,0.00281,0.06755
MARGARAT,MARGRET,0.03859,0.06754
JAMES,JAKE,0.0218,0.06754
DONALD,WAYNE,0.00212,0.06754
ELLOUISE,EL,0.02107,0.06753
AVRAHAM,AVROHOM,0.01851,0.06753
BETZAIDA,BETZY,0.00831,0.06753
JOHNNIE,JOHNN,0.0439,0.06752
IZABELLA,IZABEL,0.02015,0.06752
NAE,MAY,0.01534,0.06752
THONG,TONY,0.0057,0.06752
CHANDRASHEKHAR,CHANDRASH,0.04533,0.06751
CHANDRASHEKHAR,SHEKHAR,0.04533,0.06751
WILLIARD,WILARD,0.04324,0.06751
WILLMER,WILL,0.02292,0.06751
YASMINA,JAZMINA,0.01396,0.06751
HERIBERTA,BERTA,0.01201,0.06751
MYRTLE,MYRL,0.0074,0.06751
JAMES,LADD,0.00558,0.06751
KIMBERLY,BREWER,0.00357,0.06751
BREWER,SUSAN,0.00357,0.06751
JAMES,MAYO,0.00329,0.06751
FREDIS,FRED,0.02058,0.0675
HUYNH,HUY,0.00513,0.0675
QUEENESTHER,QUEENESTH,0.03583,0.06749
QUEENESTHER,ESTHER,0.03583,0.06749
HERVERT,HEBERT,0.03354,0.06749
DANIELLE,DANYL,0.02461,0.06749
ROT,BOB,0.0214,0.06749
LAVENIA,LA,0.01516,0.06749
DIANA,DIMA,0.00851,0.06749
DIMITRY,DIMA,0.00851,0.06749
ZETTIE,ZEDDIE,0.00724,0.06749
MCCARTHY,PATRICIA,0.00642,0.06749
MCCARTHY,KATHLEEN,0.00642,0.06749
KATJA,KATHY,0.00487,0.06749
CALLAHAN,JOSEPH,0.00486,0.06749
HODGE,KATHY,0.00387,0.06749
MARGARET,MORROW,0.00379,0.06749
FARMER,ANGELA,0.00352,0.06749
MOHAMMAD,SHAH,0.00273,0.06749
SHAHID,SHAH,0.00273,0.06749
AARON,ARAM,0.00263,0.06749
ANDRE,ANDY,0.01002,0.06748
LETICIA,LETY,0.00488,0.06748
JOHNATHAN,JONATAN,0.03026,0.06747
SHERRILL,CHERYL,0.01811,0.06747
PARRISH,JAMES,0.00533,0.06747
LOVANNE,LUANNE,0.04271,0.06746
TERRACE,TERENCE,0.03163,0.06746
ALEKSANDRA,ALEXANDER,0.02327,0.06746
MACKY,MAC,0.01959,0.06746
ANDRAS,ANDRE,0.01715,0.06746
LIGIA,LYDIA,0.00373,0.06746
DIXON,DAVID,0.00278,0.06746
DEBORAH,DIXON,0.00278,0.06746
FRANCISCA,FRANCI,0.04444,0.06745
MANOUCHEHR,MANO,0.01454,0.06745
DEENA,DEE,0.00942,0.06744
LUCIELLE,LUCILE,0.03767,0.06743
NICHOLE,NECOLE,0.02024,0.06743
ALEXIA,LEXI,0.00705,0.06743
UZANNE,SUE,0.04688,0.06742
PATRIACIA,PATRICA,0.04301,0.06742
WINNEFRED,WINNIE,0.03615,0.06742
FRANCISCO,FRACISCA,0.03352,0.06742
FRACISCA,FRANCES,0.03352,0.06742
JERARDO,GERALDO,0.03279,0.06742
LARRISSA,LARISA,0.02526,0.06742
MICHALENE,MICKEY,0.02466,0.06742
CHRISTOPHE,CHRISTER,0.01988,0.06742
NICOLETTA,NICKIE,0.01739,0.06742
BERNICE,BURNIE,0.01681,0.06742
MANUBHAI,PATEL,0.01587,0.06742
ROMUALDAS,ROMAS,0.01513,0.06742
GONZALE,MARIA,0.0146,0.06742
VARGHESE,CHACKO,0.01076,0.06742
VARUGHESE,CHACKO,0.01076,0.06742
CHACKO,JOSEPH,0.01076,0.06742
SECUNDINO,SECUNDI,0.00759,0.06742
MCCLURE,ROBERT,0.00621,0.06742
TRAN,VU,0.00404,0.06742
HAYDEN,JAMES,0.00386,0.06742
NARESH,NASH,0.00317,0.06742
ROBERT,NASH,0.00317,0.06742
SUSANNA,SUZANNE,0.02728,0.06741
COSTA,JOSE,0.0068,0.0674
JOHNNIE,JONNY,0.03483,0.06739
LINDA,LISA,0.0044,0.06739
WEI,XU,0.00413,0.06739
MILLARD,WAYNE,0.00314,0.06739
CAMELA,PAM,0.02589,0.06738
CHUONG,HUNG,0.00843,0.06738
AESOOK,AE,0.00725,0.06738
RADHAKRIS,RADHA,0.00592,0.06738
ARDITH,ARDY,0.00491,0.06738
DEWEY,DUEY,0.0026,0.06738
PATRICK,PATRI,0.03158,0.06737
FREDERICK,FREDIE,0.02715,0.06737
ANTHONY,ANTONIO,0.00889,0.06737
ELLIS,RAY,0.0022,0.06737
JOELIZABETH,JOBETH,0.04319,0.06736
CATHERINE,KATERINE,0.04276,0.06736
LAKSHMINARA,LAKSHMINA,0.03801,0.06736
MICHAELENE,MICKEY,0.02926,0.06736
MICHALINA,MICHALENE,0.01259,0.06736
AILI,AL,0.01048,0.06736
JERRY,JIRI,0.00621,0.06736
ARNON,AMON,0.00537,0.06736
RAINA,RENEE,0.00494,0.06736
TARIK,TANK,0.00358,0.06736
CODY,JOHN,0.00168,0.06736
MIMI,MI,0.00816,0.06735
RUDOLPHE,RODOLPH,0.04274,0.06734
WILLIAMAE,WILLIAM,0.04167,0.06734
JERRIANNE,JERI,0.0329,0.06734
KYMBERLY,KYN,0.02692,0.06734
NAJEEB,NAJIB,0.01107,0.06734
CUNNINGHAM,JENNIFER,0.00428,0.06734
JDAVID,DAVE,0.04843,0.06733
WILLIEM,BILL,0.04141,0.06733
WILLIAM,LYLE,0.00134,0.06733
STEPHAN,STEFEN,0.03325,0.06732
DEBRAJEAN,DEBORAH,0.05344,0.06731
CELESTINO,CELES,0.02333,0.06731
GERRAD,JERRY,0.02269,0.06731
POLICARPIO,POLO,0.01994,0.06731
JANIELLE,JAN,0.016,0.06731
JAGJIT,JAG,0.01426,0.06731
VENSON,VINCE,0.01335,0.06731
PELLEGRINO,PELLEGRI,0.0124,0.06731
ILANA,KANA,0.00927,0.06731
OLENA,HELEN,0.00743,0.06731
ALVINA,VINA,0.00676,0.06731
DUY,VAN,0.00504,0.06731
FRAZIER,MARY,0.00386,0.06731
WILLIAM,FULLER,0.0037,0.06731
PATRICIA,GREER,0.00263,0.06731
CHARLES,DAYTON,0.00207,0.06731
WILBURN,WILL,0.01207,0.0673
EMMITT,EMMET,0.02645,0.06729
FAITH,MARY,0.00241,0.06729
RICHARD,RDAVID,0.04867,0.06728
RDAVID,DAVE,0.04867,0.06728
MARCELO,MARCIO,0.00554,0.06728
MAURICIO,MARCIO,0.00554,0.06728
CLYDE,WAYNE,0.0015,0.06728
BERHARD,BERNIE,0.04132,0.06727
SHERIANNE,SHERRY,0.03356,0.06727
MAXIMINA,MAXI,0.0239,0.06727
NICKKI,NIKI,0.02389,0.06727
MOHAMMED,ALAM,0.02068,0.06727
SIGMOND,SIG,0.01969,0.06727
CRISPINA,CRIS,0.01216,0.06727
MORRIS,MO,0.01071,0.06727
RAMANATHAN,RAM,0.00499,0.06727
ARMIDA,AMY,0.00406,0.06727
WENDALL,WENDEL,0.03667,0.06726
PHYLISS,PHYLL,0.03532,0.06726
THINH,VAN,0.0073,0.06726
RIOS,LUIS,0.00487,0.06726
DENNIS,DION,0.00443,0.06726
JADE,JODI,0.00184,0.06726
ANNIEMARIE,ANN MARIE,0.05391,0.06725
KATHERINE,DATHRYN,0.04483,0.06725
DEANNE,DEA,0.0125,0.06725
AYMAN,EMAN,0.0068,0.06725
RAJESH,RAJU,0.0062,0.06725
HILDA,ELDA,0.00336,0.06725
ANNETTA,ANN,0.02181,0.06724
LEON,LEE,0.00516,0.06724
THANH,DAO,0.00436,0.06724
MICHAELANGELO,MICHAELANG,0.04618,0.06723
LEKESHIA,LAKESHA,0.02712,0.06723
SHERIL,SHERRY,0.02657,0.06723
MOJGAN,MEGAN,0.00863,0.06723
RICHARD,PRES,0.00733,0.06723
TATMING,TAT,0.00699,0.06723
BOGDAN,DAN,0.00629,0.06723
SCHWARTZ,STEVEN,0.00365,0.06723
SCHWARTZ,WILLIAM,0.00365,0.06723
ELIZABETH,BETTYANN,0.05059,0.06722
ZACHERY,ZAC,0.03774,0.06721
DAMARIS,DAMARY,0.00507,0.06721
PHILOMENIA,PHILOMEN,0.04102,0.0672
MARGARET,MARNE,0.01226,0.0672
TATJANA,TANJA,0.01103,0.0672
BARBERA,BARB,0.03987,0.06719
YOUA,TOU,0.00773,0.06719
GUTIERREZ,JESUS,0.00475,0.06719
ROBERT,MOSS,0.00325,0.06719
DILLARD,WAYNE,0.00282,0.06719
EDWARDA,ED,0.03191,0.06718
CANDRA,SANDY,0.01462,0.06718
JERYL,JERRI,0.01423,0.06718
RONALD,DEAN,0.00209,0.06718
JACKQUELINE,JACKQULIN,0.04279,0.06716
COLEENE,COLLEN,0.03279,0.06716
CORNELIOUS,CORNELUS,0.03035,0.06716
SCARLETTE,SCARLET,0.02069,0.06716
UNKYONG,UN,0.01042,0.06716
VENICE,VENUS,0.00801,0.06716
DAVIES,MARY,0.00752,0.06716
BIRDIE,BERTHA,0.00716,0.06716
CHOU,CHEE,0.00401,0.06716
CHARLES,RHETT,0.0034,0.06716
RHETT,RHEH,0.0034,0.06716
PATRICIA,PORTER,0.00239,0.06716
MICHAEL,PORTER,0.00239,0.06716
BOBBIE,BOOBY,0.04321,0.06715
ANGELENA,ANGEL,0.03051,0.06715
SYLVESTER,SYL,0.00767,0.06715
CORTEZ,JUAN,0.00281,0.06715
BARABRA,BARB,0.04679,0.06714
RICHARE,RICK,0.04657,0.06714
ANGELINO,ANGELA,0.01847,0.06714
DEVEREAUX,DEV,0.00612,0.06714
CALISTRO,CALIXTO,0.00504,0.06714
BOWMAN,KAREN,0.00367,0.06714
BOWMAN,JOHN,0.00367,0.06714
KIM,HO,0.00301,0.06714
ELIZAETH,BETH,0.04585,0.06713
HERSCHELL,HERCHEL,0.03467,0.06713
MARGARITA,MAGGIE,0.01749,0.06713
MANOJKUMA,MANOJ,0.00751,0.06713
NGOC,VO,0.00665,0.06713
BROOKS,MARY,0.00401,0.06712
ROPBERT,ROBT,0.04717,0.06711
JEANNINIE,JEANINE,0.04608,0.06711
GROEGE,GEO,0.04505,0.06711
FREDERICK,FREDDE,0.04065,0.06711
COROZON,CARAZON,0.03571,0.06711
ZULFIGAR,ZULFI,0.03226,0.06711
MARELENE,MARILYN,0.0304,0.06711
VIENGSAVANH,VIENGSAV,0.02564,0.06711
DIONYSIOS,DENNY,0.01957,0.06711
JERRELL,GERALD,0.01866,0.06711
AYMEE,AIME,0.01423,0.06711
HOMAYOUN,TONY,0.00895,0.06711
HOMAYOUN,HOMI,0.00895,0.06711
JULIANNE,JULIE,0.00818,0.06711
THIEU,THAO,0.00606,0.06711
THIEU,ANH,0.00606,0.06711
TRINH,THUY,0.00571,0.06711
THOMPSON,MICHAEL,0.00404,0.06711
SHAYNA,SHAY,0.00403,0.06711
SAWYER,SANDRA,0.00351,0.06711
ROBERT,WORTH,0.00252,0.06711
TOMOKO,TOM,0.00162,0.06711
ROCHARD,RICH,0.04058,0.0671
LINDA,WOOD,0.00357,0.0671
PETRA,MARIA,0.00213,0.0671
MARIALUZ,LUZ,0.04398,0.06709
GERILYNN,JERI,0.04015,0.06709
CHRISIE,CHRISTY,0.0344,0.06709
CALTON,CAL,0.02283,0.06709
EARVIN,ERWIN,0.01492,0.06709
DEENA,DONNA,0.00937,0.06709
NGO,HOA,0.0056,0.06709
AGUILAR,CARLOS,0.00444,0.06709
PARKER,PARK,0.00314,0.06709
KENYA,TANYA,0.00284,0.06708
KATHAR,KATHY,0.04546,0.06707
ELIZABETRH,LIZ,0.0428,0.06707
MARGATET,PEGGY,0.0386,0.06707
ANGELICIA,ANGEL,0.03836,0.06707
GABRIELE,GABR,0.03503,0.06707
ABDOLHOSSEIN,ABDI,0.03039,0.06707
ABDOLHOSSEIN,ABDUL,0.03039,0.06707
IVETTE,YVET,0.02757,0.06707
MUHAMMAD,MAHMUD,0.01194,0.06707
ROSARY,ROSA,0.00962,0.06707
ROSARIA,ROSARY,0.00962,0.06707
DOUGLAS,LAS,0.00782,0.06707
LASCELLES,LAS,0.00782,0.06707
RAUDEL,RANDAL,0.00527,0.06707
TSANG,PETER,0.00494,0.06707
ROSHANALI,ROSHAN,0.00409,0.06707
ROSHANARA,ROSHAN,0.00409,0.06707
ABDULKARIM,ABDUL,0.00381,0.06707
BRIGGS,DIANE,0.00335,0.06707
BRIGGS,DAVID,0.00335,0.06707
SABASTIAN,SEBASTIN,0.03712,0.06706
JAYMES,JIM,0.02668,0.06706
LIESELOTTE,LIESE,0.02632,0.06706
BILL,WI,0.02503,0.06706
EFRAIN,EFREM,0.01634,0.06706
TRUNG,LE,0.00515,0.06706
LOUIE,LUIS,0.00478,0.06706
JANNETTA,JAN,0.02989,0.06705
VIRGINIA,GINGER,0.00795,0.06705
TRUC,TRAN,0.00704,0.06705
SOOK,SUK,0.00696,0.06705
SHERMAN,WILLIAM,0.00211,0.06705
CHRISOPTHER,CHRISTOPH,0.05195,0.06704
JOHNNATHAN,JONATHON,0.0354,0.06704
ELIZABETH,BISA,0.03519,0.06704
MOHEMMED,MOHAMED,0.02817,0.06704
RUL,ROY,0.01719,0.06704
LAURIANO,LARRY,0.01247,0.06704
LAURIANO,LAURENO,0.01247,0.06704
ROMELIA,ROME,0.00935,0.06704
ZHANNA,ZHAMMA,0.00843,0.06704
MUELLER,CAROL,0.00457,0.06704
LORD,MARY,0.00453,0.06704
HOON,HYUN,0.0045,0.06704
SWANSON,TIMOTHY,0.00386,0.06704
SWANSON,ANN,0.00386,0.06704
ELIZABETH,SWANSON,0.00386,0.06704
STEPHANIE,STEPHAN,0.03633,0.06702
JAQUELINE,JAQUI,0.0311,0.06702
RANIA,RAMI,0.00465,0.06702
FRANCINE,FRANCI,0.04414,0.06701
FRANSICO,FRANK,0.04264,0.06701
VISENTE,VINCE,0.02669,0.06701
REVEL,RUEL,0.01752,0.06701
MOHAMED,MOE,0.01258,0.06701
SHEDRICK,CEDRIC,0.00872,0.06701
SHEDRICK,SHED,0.00872,0.06701
ESTRADA,MARY,0.00465,0.06701
ESTRADA,CARLOS,0.00465,0.06701
LARSEN,KAREN,0.00431,0.06701
MICHELLE,LARSEN,0.00431,0.06701
LARSEN,JOHN,0.00431,0.06701
HODGES,DIANE,0.00347,0.06701
HODGES,LINDA,0.00347,0.06701
ROBERTA,BOBBLE,0.05284,0.067
GILBER,GIL,0.04085,0.067
JOSOPH,JOS,0.04878,0.06699
DERRICK,DERK,0.02312,0.06699
CHARLES,CALLEN,0.01286,0.06699
CHARLES,CLU,0.01119,0.06699
ORALIA,LOLLY,0.00751,0.06699
AKINWALE,AKIN,0.007,0.06699
AKINDELE,AKIN,0.007,0.06699
AKIN,ALAN,0.007,0.06699
RUBIO,JUAN,0.00368,0.06699
DAVID,KNOX,0.00351,0.06699
MICHAEL,KNOX,0.00351,0.06699
RIVERA,ANGEL,0.0051,0.06698
SANDERS,JAMES,0.00452,0.06698
RODRIGUEZ,RODRIGO,0.00305,0.06698
MASSIMILIAN,MASSIMO,0.04505,0.06696
LEONHARD,LEN,0.02632,0.06696
PAUL,PA,0.01776,0.06696
AVRAHAM,AVRAM,0.01066,0.06696
MOUSTAFA,MOHAMED,0.00967,0.06696
EDDIE,EDDA,0.00788,0.06696
SUMMERS,JAMES,0.00576,0.06696
CARLSON,DAVID,0.00505,0.06696
GENTRY,DAVID,0.00297,0.06696
LESILE,LES,0.04293,0.06695
CATHERINE,KATHRI,0.04189,0.06695
BETSEY,BETS,0.03493,0.06695
LAWRIE,LORI,0.01896,0.06695
CAMACHO,CARLOS,0.00467,0.06695
WANG,CHEN,0.00289,0.06695
WANG,WEN,0.00289,0.06695
LIZZIE,LIZZ,0.02772,0.06694
BARNES,DONNA,0.00318,0.06694
VICTOIA,VICKIE,0.04282,0.06693
GUADALU,LUPE,0.04023,0.06693
ROBERT,OWEN,0.00172,0.06693
MICKEY,MIKE,0.01667,0.06692
CLEMENTINE,CLEMMIE,0.00857,0.06692
HENG,KIM,0.00518,0.06692
MARIANE,MARION,0.03911,0.06691
GEORGANA,GEORGIA,0.02855,0.06691
DONNE,DON,0.02556,0.06691
TAMIKO,TAMEKA,0.01246,0.06691
CALLIOPE,CALLY,0.01027,0.06691
DAVID,TTEE,0.00715,0.06691
QUYEN,YEN,0.00501,0.06691
QUYEN,THI,0.00501,0.06691
ELIZABETH,SCHULTZ,0.00434,0.06691
KEMPER,KEMP,0.00399,0.06691
KEMP,JOHN,0.00399,0.06691
AMBERLY,AMBER,0.00128,0.06691
CHIRSTOPHER,CHRISTOPH,0.05369,0.0669
GOPALAKRISHN,GOPALAKRIS,0.04368,0.0669
BOBIE,BOB,0.03678,0.0669
ELIPIDIO,ELPIDO,0.03461,0.0669
JEANNINE,JENINE,0.01647,0.0669
PATRICIA,TRESHA,0.01359,0.0669
HOWELL,ROBERT,0.00343,0.0669
CARMEN,VALLE,0.00338,0.0669
ROWENA,MA,0.00289,0.0669
ANTONIETT,TONI,0.04622,0.06689
EDMUNDO,EDMUN,0.03914,0.06689
JUANA,WANA,0.01815,0.06689
SRINIVAS,SRI,0.01129,0.06689
BERNABE,BERNARD,0.00748,0.06689
ELIZABETH,MOORE,0.00358,0.06689
BARBARA,DAWSON,0.00272,0.06689
DAWSON,ROBERT,0.00272,0.06689
CALEB,CASEY,0.00191,0.06689
JONPAUL,JOHN,0.05866,0.06688
DOLLY,DOL,0.02975,0.06688
MARSELLA,MARCY,0.02134,0.06688
PATRICIA,HUGHES,0.00488,0.06688
SIMABEN,SIMA,0.00356,0.06688
SIMIN,SIMA,0.00356,0.06688
CHRISOPHER,CHRISOPH,0.04752,0.06687
SEYMORE,SY,0.03513,0.06687
